"Apple Application Support","{CCE825DB-347A-4004-A186-5F4A6FDD8547}"
"Microsoft Visual C++ 2005 Redistributable","{710f4c1c-cc18-4c49-8cbf-51240c89a1a2}"
"Microsoft Expression Blend SDK for Silverlight 4","{1C997E1C-5CE9-4AF3-AAA9-DC65E6090827}"
"Microsoft .NET Framework 4 Extended","{8E34682C-8118-31F1-BC4C-98CD9675E1C2}"
"Microsoft Games for Windows Marketplace","{4CB0307C-565E-4441-86BE-0DF2E4FB828C}"
"Microsoft_VC90_ATL_x86_x64","{8557397C-A42D-486F-97B3-A2CBC2372593}"
"PaperPort Image Printer 64-bit","{715CAACC-579B-4831-A5F4-A83A8DE3EFE2}"
"Windows Live Writer","{AAF454FC-82CA-4F29-AB31-6A109485E76E}"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148","{1F1C2DFC-2D24-3E06-BCB8-725134ADF989}"
"Microsoft_VC90_CRT_x86_x64","{92A3CA0D-55CD-4C5D-BA95-5C2600C20F26}"
"Microsoft SQL Server Compact 3.5 SP2 ENU","{3A9FC03D-C685-4831-94CF-4EDFD3749497}"
"Microsoft Silverlight","{89F4137D-6C26-4A84-BDB8-2E5A4BB71E00}"
"Microsoft Silverlight 3 SDK","{2012098D-EEE9-4769-8DD3-B038050854D4}"
"iTunes","{0E5D76AD-A3FB-48D5-8400-8903B10317D3}"
"Microsoft SQL Server 2008 R2 Management Objects","{77F1F8AD-51B8-4490-AEEC-BF480073E0FC}"
"Microsoft SQL Server Compact 3.5 SP2 x64 ENU","{D4AD39AD-091E-4D33-BB2B-59F6FCB8ADC3}"
"Adobe Community Help","{3521BDBD-D453-5D9F-AA55-44B75D214629}"
"Microsoft .NET Framework 4 Client Profile","{F5B09CFD-F0B2-36AF-8DF4-1DF6B63FC7B4}"
"Windows Live PIMT Platform","{4CBABDFD-49F8-47FD-BE7D-ECDE7270525A}"
"Citrix online plug-in (Web)","{0BCA9EFD-F2D6-4638-B053-8693BA0404BE}"
"Windows Live MIME IFilter","{DA54F80E-261C-41A2-A855-549A144F2F59}"
"Visual Studio 2010 SP1 Tools for SQL Server Compact 4.0 ENU","{D25C502E-FF51-424C-8C38-8596FE47D0CD}"
"Microsoft XNA Game Studio Platform Tools","{0666E46E-A860-4353-BE6D-13AA72FABB57}"
"Microsoft_VC90_ATL_x86","{033E378E-6AD3-4AD5-BDEB-CBD69B31046C}"
"Windows Live UX Platform","{CE95A79E-E4FC-4FFF-8A75-29F04B942FF2}"
"Microsoft ASP.NET Web Pages","{631471BE-DEAB-454B-A9AC-CE3EB42C28B3}"
"Windows Live Writer Resources","{DDC8BDEE-DCAC-404D-8257-3E8D4B782467}"
"Microsoft SQL Server Compact 4.0 Web Tools ENU","{A51500FE-6408-4305-B071-B961F691A4CE}"
"Microsoft XNA Game Studio 4.0 Documentation","{3F4EB5FE-B5BE-4069-A5A8-6D9262E1B379}"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17","{8220EEFE-38CD-377E-8595-13398D740ACE}"
"Windows Live Installer","{0B0F231F-CE6A-483D-AA23-77B364F75917}"
"TOSHIBA Disc Creator","{5DA0E02F-970B-424B-BF41-513A5018E4C0}"
"Microsoft SQL Server 2008 R2 Native Client","{2180B33F-3225-423E-BBC1-7798CFD3CD1F}"
"PlayReady PC Runtime amd64","{BCA9334F-B6C9-4F65-9A73-AC5A329A4D04}"
"Windows Movie Maker 2.6","{B3DAF54F-DB25-4586-9EF1-96D24BB14088}"
"Windows Live SOXE","{682B3E4F-696A-42DE-A41C-4C07EA1678B4}"
"Java Auto Updater","{4A03706F-666A-4037-7777-5F2748764D10}"
"Nuance PaperPort 12","{6C0A559F-8583-4B5A-8B50-20BEE15D8E64}"
"TOSHIBA Bulletin Board","{C14518AF-1A0F-4D39-8011-69BAA01CD380}"
"Microsoft Visual C++ 2010  x64 Runtime - 10.0.40219","{1C7C8AAF-A16D-32E8-89E5-F6D165DE0BCE}"
"Microsoft XNA Game Studio 4.0 (Visual Studio)","{8C496FBF-DB4A-468D-A3A1-15E127382218}"
"Windows Live UX Platform Language Pack","{6A05FEDF-662E-46BF-8A25-010E3F1C9C69}"
